id,imdb_id,title
14819,0110006,Heavyweights
32631,0113360,The Hunted
11777,0110099,I.Q.
628,0110148,Interview with the Vampire
87729,0113463,Jefferson in Paris
18713,0110189,The Jerky Boys
6280,0110216,Junior
9061,0113501,Just Cause
37108,0113538,A Kid in King Arthur's Court
6071,0113552,Kiss of Death
11,0076759,Star Wars
9587,0110367,Little Women
19101,0113670,A Little Princess
49980,0110296,Ladybird Ladybird
17961,0109731,L'Enfer
18183,0103994,Like Water for Chocolate
4476,0110322,Legends of the Fall
11008,0110443,Major Payne
47504,0110365,Little Odessa
32325,0107566,Mi Vida Loca
43742,0110391,Love Affair
28313,0113691,Losing Isaiah
11318,0110428,The Madness of King George
3036,0109836,Mary Shelley's Frankenstein
40490,0113755,Man of the House
24070,0110538,Mixed Nuts
8986,0110516,Milk Money
10510,0110527,Miracle on 34th Street
17402,0113808,Miami Rhapsody
38722,0113896,My Family
8438,0113870,Murder in the First
11593,0110684,Nobody's Fool
1945,0110638,Nell
39310,0113967,New Jersey Drive
109560,0117169,New York Cop
56428,0106402,Beyond Bedlam
63105,0113948,Nemesis 2 - Nebula
131957,0110671,Nina Takes a Lover
241,0110632,Natural Born Killers
9058,0110737,Only You
527,0110729,Once Were Warriors
18220,0114151,Poison Ivy II: Lily
6950,0114069,Outbreak
101,0110413,Leon: The Professional
63020,0114113,The Perez Family
2307,0114210,A Pyromaniac's Love Story
680,0110912,Pulp Fiction
41478,0114084,Panther
25296,0105652,Pushing Hands
40156,0110889,Priest
11450,0110932,Quiz Show
30304,0114129,Picture Bride
10452,0110963,Queen Margot
12106,0114214,The Quick and the Dead
161495,0114296,Roommates
3586,0110907,Prêt-à-Porter
110,0111495,Three Colors: Red
108,0108394,Three Colors: Blue
109,0111507,Three Colors: White
159185,0110769,"Red Firecracker, Green Firecracker"
36357,0114268,Rent-a-Kid
92769,0110965,Relative Fear
28033,0114571,Stuart Saves His Family
22586,0111333,The Swan Princess
14334,0111112,The Secret of Roan Inish
2636,0111255,The Specialist
2164,0111282,Stargate
11395,0111070,The Santa Clause
278,0111161,The Shawshank Redemption
9905,0111149,Shallow Grave
87078,0108260,Suture
12527,0106966,Strawberry and Chocolate
20306,0114594,Swimming with Sharks
36614,0111309,The Sum of Us
27993,0113936,Senior Trip
31439,0110081,To Live
9067,0114614,Tank Girl
9059,0114608,Tales from the Crypt: Demon Knight
193,0111280,Star Trek: Generations
25066,0114609,Tales from the Hood
46797,0111454,Tom & Viv
12122,0114852,Village of the Damned
11381,0114694,Tommy Boy
32636,0111590,Vanya on 42nd Street
36141,0114788,The Underneath
95963,0114888,The Walking Dead
1587,0108550,What's Eating Gilbert Grape
9271,0114857,Virtuosity
2064,0114924,While You Were Sleeping
19855,0111667,The War
60855,0109655,Double Happiness
236,0110598,Muriel's Wedding
48287,0112435,The Baby-Sitters Club
3049,0109040,Ace Ventura: Pet Detective
2759,0109045,"The Adventures of Priscilla, Queen of the Desert"
12635,0106339,Backbeat
10497,0104779,Bitter Moon
11382,0109348,Bullets Over Broadway
9331,0109444,Clear and Present Danger
10731,0109446,The Client
10464,0109484,"Corrina, Corrina"
34152,0109504,Crooklyn
9495,0109506,The Crow
29973,0109450,Cobb
888,0109813,The Flintstones
13,0109830,Forrest Gump
712,0109831,Four Weddings and a Funeral
16295,0113305,Higher Learning
48992,0110091,I Like It Like That
10879,0110093,I Love Trouble
10660,0110167,It Could Happen to You
10714,0110213,The Jungle Book
41647,0107472,"The Wonderful, Horrible Life of Leni Riefenstahl"
8587,0110357,The Lion King
1689,0107426,Little Buddha
11596,0111686,New Nightmare
854,0110475,The Mask
9359,0110478,Maverick
23333,0110588,Mrs. Parker and the Vicious Circle
36593,0110622,The Naked Gun 33⅓: The Final Insult
12280,0110771,The Paper
2788,0110950,Reality Bites
10427,0105226,Red Rock West
11011,0110989,Ri¢hie Ri¢h
49803,0111054,Safe Passage
8987,0110997,The River Wild
1637,0111257,Speed
15128,0111256,Speechless
8831,0111438,Timecop
36955,0111503,True Lies
10449,0111693,When a Man Loves a Woman
10395,0111742,Wolf
12160,0111756,Wyatt Earp
40480,0112443,Bad Company
52038,0110455,A Man of No Importance
29444,0111048,S.F.W.
26352,0110399,A Low Down Dirty Shame
39953,0112570,"Boys Life: Three Stories of Love, Lust, and Liberation"
41580,0109454,Colonel Chabert
315,0059170,"Faster, Pussycat! Kill! Kill!"
22067,0110186,Jason's Lyric
18242,0108069,The Secret Adventures of Tom Thumb
11667,0111301,Street Fighter
32502,0112702,Coldblooded
267188,0112849,Desert Winds
28732,0113014,Fall Time
75555,0113043,The Fear
42981,0113104,Frank and Ollie
278939,0113173,Girl in the Cadillac
291731,0113319,Homage
226229,0113827,Mirage
203119,0114047,Open Season
172923,0112889,Dos Crímenes
316098,0109339,Brother Minister: The Assassination of Malcolm X
8011,0110027,Highlander: The Final Dimension
171857,0109785,Federal Hill
2654,0113409,In the Mouth of Madness
18069,0109021,8 Seconds
19092,0109035,Above the Rim
2758,0106220,Addams Family Values
38129,0111804,Martin Lawrence: You So Crazy
10436,0106226,The Age of Innocence
13595,0109068,Airheads
46094,0109067,The Air Up There
9409,0106292,Another Stakeout
11853,0109198,Bad Girls
16771,0109219,Barcelona
46924,0106379,Being Human
11041,0106400,The Beverly Hillbillies
306,0109254,Beverly Hills Cop III
14522,0109279,Black Beauty
26203,0109297,Blink
178,0109303,Blown Away
19819,0109305,Blue Chips
57834,0109306,Blue Sky
4722,0106452,Body Snatchers
18215,0106471,Boxing Helena
1607,0106489,A Bronx Tale
26391,0109361,Cabin Boy
117553,0106505,Calendar Girl
6075,0106519,Carlito's Way
11310,0109439,City Slickers II: The Legend of Curly's Gold
18658,0109443,Clean Slate
9350,0106582,Cliffhanger
9612,0106598,Coneheads
2124,0109456,Color of Night
26261,0109480,Cops & Robbersons
19176,0109493,The Cowboy Way
49299,0106660,Dangerous Game
11566,0106673,Dave
9571,0106677,Dazed and Confused
9739,0106697,Demolition Man
24257,0109729,The Endless Summer 2
34444,0106834,Even Cowgirls Get the Blues
26141,0106873,Fatal Instinct
10997,0106332,Farewell My Concubine
50463,0109783,The Favor
10443,0106881,Fearless
20239,0106880,Fear of a Black Hat
16297,0111732,With Honors
18551,0106926,Flesh and Bone
25440,0111712,Widows' Peak
9024,0106941,For Love or Money
37233,0106918,The Firm
1634,0106965,Free Willy
13815,0109842,Fresh
5503,0106977,The Fugitive
35588,0107004,Geronimo: An American Legend
2087,0109890,The Getaway
41579,0109891,Getting Even with Dad
18620,0109913,Go Fish
41006,0109920,A Good Man in Africa
4916,0107057,Guilty as Sin
2019,0107076,Hard Target
31642,0107096,Heaven & Earth
9255,0107144,Hot Shots! Part Deux
26271,0113674,Live Nude Girls
10612,0112966,The Englishman Who Went Up a Hill But Came Down a Mountain
2259,0107151,The House of the Spirits
16097,0110064,House Party 3
11934,0110074,The Hudsucker Proxy
106143,0110097,I'll Do Anything
12475,0110123,In the Army Now
9386,0107206,In the Line of Fire
7984,0107207,In the Name of the Father
59930,0110137,The Inkwell
15765,0108551,What's Love Got to Do with It
31643,0110197,Jimmy Hollywood
6,0107286,Judgment Night
329,0107290,Jurassic Park
10909,0107302,Kalifornia
507,0110265,Killing Zoe
34024,0107322,King of the Hill
29918,0110305,Lassie
9593,0107362,Last Action Hero
42580,0107413,Life With Mikey
22317,0110353,Lightning Jack
1413,0107468,M. Butterfly
12121,0107478,Made in America
2246,0107497,Malice
10502,0107501,The Man without a Face
10440,0107507,Manhattan Murder Mystery
9516,0107554,Menace II Society
2320,0116253,Executive Decision
5879,0074102,In the Realm of the Senses
83718,0111689,What Happened Was...
11971,0107616,Much Ado About Nothing
2625,0107611,Mr. Jones
31911,0107613,Mr. Wonderful
788,0107614,Mrs. Doubtfire
21450,0107653,Naked
11231,0110657,The Next Karate Kid
41588,0110649,The New Age
10447,0110678,No Escape
31586,0110687,North
9300,0107756,Orlando
9559,0107808,A Perfect World
9800,0107818,Philadelphia
713,0107822,The Piano
8291,0107840,Poetic Justice
18133,0107889,The Program
25557,0111003,The Puppet Masters
22588,0110939,Radioland Murders
10872,0110955,The Ref
1245,0107943,The Remains of the Day
11858,0110971,Renaissance Man
7007,0107969,Rising Sun
10467,0111001,The Road to Wellville
5550,0107978,RoboCop 3
8005,0107977,Robin Hood: Men in Tights
2088,0107983,Romeo Is Bleeding
10412,0105275,Romper Stomper
47889,0108000,Ruby in Paradise
14534,0108002,Rudy
56583,0108026,The Saint of Fort Washington
41878,0105032,Savage Nights
424,0108052,Schindler's List
35233,0111094,The Scout
14291,0108065,Searching for Bobby Fischer
103413,0111102,Second Best
11236,0108071,The Secret Garden
11592,0111127,Serial Mom
8850,0111143,The Shadow
10445,0108101,Shadowlands
695,0108122,Short Cuts
43535,0111194,A Simple Twist of Fate
12519,0111201,Sirens
23210,0108149,Six Degrees of Separation
858,0108160,Sleepless in Seattle
867,0108162,Sliver
78,0083658,Blade Runner
13203,0108186,Son in Law
10442,0108174,So I Married an Axe Murderer
11074,0108238,Striking Distance
33367,0089256,Harem
9607,0108255,Super Mario Bros.
17585,0111323,Surviving the Game
9057,0111400,Terminal Velocity
20967,0108328,Thirty Two Short Films About Glenn Gould
10635,0111418,Threesome
9479,0107688,The Nightmare Before Christmas
10057,0108333,The Three Musketeers
11969,0108358,Tombstone
41590,0111488,Trial by Jury
319,0108399,True Romance
26408,0108515,The War Room
15139,0110763,The Pagemaster
161158,0107779,"Paris, France"
218473,0109226,"The Beans of Egypt, Maine"
85247,0110259,Killer
11446,0114906,Welcome to the Dollhouse
51980,0107002,Germinal
24405,0109403,Chasers
11655,0104029,Cronos
11800,0110623,Naked in New York
8223,0107315,Kika
14587,0106408,Bhaji on the Beach
31504,0110363,Little Big League
41653,0107349,The Slingshot
53185,0111709,Wide Eyed and Legless
95743,0109828,Foreign Student
23637,0107225,"Ciao, Professore!"
17600,0111252,Spanking the Monkey
10897,0110366,The Little Rascals
349394,0106878,À la mode
21352,0109120,Andre
68806,0108059,The Escort
37345,0110892,Princess Caraboo
32562,0112651,The Celluloid Closet
47507,0107642,Café au Lait
25403,0109382,Dear Diary
124304,0106678,I Don't Want to Talk About It
9066,0112572,The Brady Bunch Movie
771,0099785,Home Alone
251,0099653,Ghost
812,0103639,Aladdin
280,0103064,Terminator 2: Judgment Day
581,0099348,Dances with Wolves
80350,0114706,Tough and Deadly
268,0096895,Batman
274,0102926,The Silence of the Lambs
408,0029583,Snow White and the Seven Dwarfs
10020,0101414,Beauty and the Beast
10895,0032910,Pinocchio
114,0100405,Pretty Woman
41043,0110719,Window to Paris
576,0065214,The Wild Bunch
15477,0110395,Love and a .45
59146,0111752,The Wooden Man's Bride
124472,0109934,A Great Day in Harlem
30528,0112606,Bye Bye Love
7300,0117247,One Fine Day
10824,0112625,Candyman: Farewell to the Flesh
261246,0106537,Century
275,0116282,Fargo
25059,0116552,Homeward Bound II: Lost in San Francisco
11827,0082509,Heavy Metal
8766,0116514,Hellraiser: Bloodline
23570,0117283,The Pallbearer
47333,0116684,Jane Eyre
54850,0110374,Loaded
51242,0070506,Bread and Chocolate
10112,0065421,The Aristocats
4307,0113083,The Flower of My Secret
46029,0118001,Two Much
32308,0116165,Ed
88893,0102855,Scream of Stone
52873,0107471,My Favorite Season
123505,0113839,A Modern Affair
340210,0112712,Condition Red
44281,0090665,Halfaouine: Boy of the Terraces
28121,0117891,A Thin Line Between Love and Hate
12520,0113613,The Last Supper
1592,0117381,Primal Fear
166901,0114305,Rude
36447,0115837,Carried Away
19042,0115509,All Dogs Go to Heaven 2
38884,0114671,Land and Freedom
47449,0112844,Denise Calls Up
36259,0114658,Theodore Rex
41852,0116275,A Family Thing
40926,0113122,Frisk
9099,0117608,Sgt. Bilko
2021,0113448,Jack & Sarah
61752,0116414,Girl 6
10988,0116095,Diabolique
11479,0111543,"Little Indian, Big City"
398959,0117517,Roula
287305,0117312,Peanuts – Die Bank zahlt alles
339428,0116485,Happy Weekend
12652,0113947,Nelly and Monsieur Arnaud
10684,0115956,Courage Under Fire
954,0117060,Mission: Impossible
68445,0109028,Cold Fever
18989,0117071,Moll Flanders
10801,0117788,The Superwife
54285,0112257,"301, 302"
8840,0116136,DragonHeart
278978,0118026,Und keiner weint mir nach
124625,0117117,My Mother's Courage
11107,0116168,Eddie
16417,0111787,Yankee Zulu
70934,0112509,Billy's Holiday
10363,0054189,Purple Noon
161070,0115591,August
10539,0116683,James and the Giant Peach
10543,0116287,Fear
18414,0116768,Kids in the Hall: Brain Candy
47502,0116269,Faithful
11902,0114787,Underground
27098,0113720,All Things Fair
25087,0112536,Bloodsport II
5801,0048473,Pather Panchali
896,0052572,The World of Apu
3065,0117128,Mystery Science Theater 3000: The Movie
318177,0114616,Tarantella
2300,0117705,Space Jam
8069,0062711,Barbarella
288173,0110061,Hostile Intentions
187851,0140614,They Bite
27768,0108181,Some Folks Call It a Sling Blade
221917,0114307,The Run of the Country
8072,0058898,Alphaville
35797,0082206,Coup de Torchon
88030,0111430,Tigrero: A Film That Was Never Made
185191,0107727,The Eye of Vichy
83857,0081759,Windows
33245,0113443,It's My Party
124460,0109491,Country Life
27281,0114048,Operation Dumbo Drop
105045,0111613,The Promise
40001,0117104,Mrs. Winterbourne
29621,0117688,Solo
117730,0109751,Under The Domim Tree
20762,0117774,The Substitute
37144,0114736,True Crime
48260,0112604,Butterfly Kiss
12656,0116289,Feeling Minnesota
38867,0109593,Delta of Venus
277270,0103095,To Cross the Rubicon
25969,0112368,Angus
44103,0104046,Priest Daens
753,0062952,Faces
43634,0115742,Boys
9103,0117420,The Quest
90214,0115951,Cosi
29649,0117784,Sunset Park
10990,0117107,Mulholland Falls
8866,0117979,The Truth About Cats & Dogs
12233,0095776,Oliver & Company
23449,0115851,Celtic Pride
36355,0116322,Flipper
37667,0109374,Captives
90148,0110712,Of Love and Shadows
922,0112817,Dead Man
11876,0113362,The Horseman on the Roof
52633,0073778,Switchblade Sisters
62364,0112546,Mouth to Mouth
11687,0108500,The Visitors
9304,0117108,Multiplicity
73183,0113270,"The Haunted World of Edward D. Wood, Jr."
131232,0333373,Two Friends
9100,0115963,The Craft
20759,0116448,The Great White Hype
46063,0116827,Last Dance
365371,0114894,War Stories Our Mother Never Told Us
32513,0112701,Cold Comfort Farm
40651,0113429,"Institute Benjamenta, or This Dream People Call Human Life"
36915,0116508,Heaven's Prisoners
40507,0117260,Original Gangstas
9802,0117500,The Rock
25697,0116405,Getting Away with Murder
21588,0109592,Cemetery Man
664,0117998,Twister
11867,0115624,Barb Wire
47119,0113145,Le Garçu
314352,0116559,Honeymoon
9323,0113568,Ghost in the Shell
10280,0117894,Thinner
10535,0117723,Spy Hard
124613,0112586,Brothers in Trouble
532,0112691,A Close Shave
26744,0040366,Force of Evil
16299,0117768,The Stupids
10547,0115571,The Arrival
245268,0031612,The Man from Down Under
935,0057012,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
55613,0103926,Careful
215107,0105737,Vermont Is for Lovers
41007,0113849,A Month by the Lake
35645,0113188,Gold Diggers: The Secret of Bear Mountain
110465,0042644,Kim
255546,0109381,Carmen Miranda: Bananas Is My Business
40751,0109688,Ashes of Time
275096,0104606,The Jar
85778,0110480,Maya Lin: A Strong Clear Vision
11101,0108211,Stalingrad
9826,0117331,The Phantom
9879,0117765,Striptease
63564,0116833,The Last of the High Kings
22621,0113280,Heavy
7095,0116669,Jack
26890,0116594,I Shot Andy Warhol
46732,0113211,The Grass Harp
124633,0114494,Someone Else's America
202425,0094265,Life is Rosy
196940,0105201,Quartier Mozart
77771,0070820,Touki Bouki
181083,0084898,God's Gift
41225,0063715,Spirits of the Dead
188589,0109191,Babyfever
87190,0114122,Pharaoh's  Army
627,0117951,Trainspotting
32872,0118523,Til There Was You
602,0116629,Independence Day
14553,0117737,Stealing Beauty
9566,0116277,The Fan
10545,0116583,The Hunchback of Notre Dame
9894,0115798,The Cable Guy
11543,0116778,Kingpin
9268,0116213,Eraser
52059,0113147,The Gate of Heavenly Peace
9327,0117218,The Nutty Professor
123763,0100990,"I, the Worst of All"
81949,0111546,An Unforgettable Summer
42005,0093199,A Hungarian Fairy Tale
124306,0106810,My Life and Times With Antonin Artaud
183955,0111180,Midnight Dancers
44535,0111237,Somebody to Love
44495,0072362,A Very Natural Thing
78285,0103207,The Old Lady Who Walked in the Sea
11228,0116040,Daylight
10779,0116365,The Frighteners
26748,0116905,Lone Star
38223,0116493,Harriet the Spy
9294,0117333,Phenomenon
49963,0118113,Walking and Talking
11363,0117628,She's the One
1645,0117913,A Time to Kill
31546,0115530,American Buffalo
77056,0114266,Rendezvous in Paris
36344,0115493,Alaska
18550,0116320,Fled
11511,0116756,Kazaam
172198,0109356,Magic Hunter
34170,0116823,Larger Than Life
281085,0112568,A Boy Called Hate
109478,0114170,Power 98
124645,0117999,Two Deaths
12606,0118073,A Very Brady Sequel
69895,0108220,Stefano Quantestorie
35206,0049521,Death in the Garden
151489,0104403,Hedd Wyn
4837,0061495,La Collectionneuse
12632,0110246,Kaspar Hauser
9098,0116164,Regular Guys
282919,0112865,Diebinnen
124614,0112716,The Convent
18975,0115472,The Adventures of Pinocchio
11962,0116707,Joe's Apartment
2925,0116313,The First Wives Club
28628,0114550,Stonewall
3595,0117438,Ransom
9308,0116531,High School High
92381,0117332,Phat Beach
18555,0116353,Foxfire
12123,0115857,Chain Reaction
10830,0117008,Matilda
3573,0116191,Emma
10546,0115986,The Crow: City of Angels
18862,0116571,House Arrest
31417,0053459,Eyes Without a Face
9431,0117826,Bordello of Blood
124619,0113695,Lotto Land
297645,0108227,The Story of Xinghua
48144,0111424,The Day the Sun Turned Cold
46986,0113080,Flirt
144982,0115680,The Big Squeeze
47907,0117718,The Spitfire Grill
10061,0116225,Escape from L.A.
36266,0112767,Cyclo
549,0115632,Basquiat
10478,0117918,Tin Cup
66634,0104109,Dingo
116690,0051980,The Ballad of Narayama
213917,0100840,Every Other Weekend
145925,0107575,Mille bolle blu
100914,0042054,Crows and Sparrows
238,0068646,The Godfather
159,0109255,Maybe... Maybe Not
11134,0104558,Police Story 3: Supercop
88224,0116985,Manny & Lo
132641,0046468,Wife
42758,0114474,Small Faces
9303,0115736,Bound
23945,0115836,Carpool
37820,0101692,Death in Brunswick
22479,0116745,Kansas City
9054,0119214,Gone Fishin'
241058,0116934,Lover's Knot
11985,0109066,Vive L'Amour
10232,0075169,Shadow of Angels
59569,0113542,Killer: A Journal of Murder
410921,0110693,Nothing to Lose
38955,0106544,Project S
110513,0116418,Girls Town
114089,0112607,Bye-Bye
11015,0120004,The Relic
9306,0116654,The Island of Dr. Moreau
12559,0116311,First Kid
58770,0117965,The Trigger Effect
124851,0114592,Sweet Nothing
3587,0115725,Bogus
10723,0115783,Bulletproof
56077,0120271,Talk of Angels
19004,0113596,The Land Before Time III: The Time of the Great Giving
101230,0109001,1-900
253632,0094822,Baton Rouge
10987,0113253,Halloween: The Curse of Michael Myers
44705,0117991,Twelfth Night
20318,0117093,Mother Night
43596,0024252,Liebelei
79782,1684935,Venice
26933,0111019,Wild Reeds
27854,0035896,For Whom the Bell Tolls
981,0032904,The Philadelphia Story
872,0045152,Singin' in the Rain
2769,0043278,An American in Paris
13320,0050419,Funny Face
164,0054698,Breakfast at Tiffany's
426,0052357,Vertigo
567,0047396,Rear Window
3078,0025316,It Happened One Night
13528,0036855,Gaslight
28288,0025164,The Gay Divorcee
213,0053125,North by Northwest
284,0053604,The Apartment
239,0053291,Some Like It Hot
4808,0056923,Charade
289,0034583,Casablanca
963,0033870,The Maltese Falcon
11113,0058385,My Fair Lady
6620,0047437,Sabrina
804,0046250,Roman Holiday
26531,0031580,The Little Princess
909,0037059,Meet Me in St. Louis
630,0032138,The Wizard of Oz
770,0031381,Gone with the Wind
31044,0084370,My Favorite Year
599,0043014,Sunset Boulevard
15,0033467,Citizen Kane
62,0062622,2001: A Space Odyssey
121357,0039428,Golden Earrings
705,0042192,All About Eve
22490,0032143,The Women
223,0032976,Rebecca
25670,0032484,Foreign Correspondent
303,0038787,Notorious
4174,0038109,Spellbound
8356,0050105,An Affair to Remember
381,0048728,To Catch a Thief
20758,0042451,Father of the Bride
29376,0045537,The Band Wagon
1859,0031725,Ninotchka
18299,0050658,Love in the Afternoon
17281,0051658,Gigi
