imdb_id,new_id
55630,461
65988,462
66473,463
90556,464
104684,465
104815,466
72890,467
72251,468
146882,469
74958,470
63374,471
75029,472
71230,473
59578,474
65938,475
208092,476
86250,477
54047,478
66999,479
66026,480
181689,481
82949,482
58777,483
317248,484
289043,485
335266,486
85959,487
65207,488
266697,489
311113,490
266308,491
378194,492
328107,493
80120,494
75784,495
104346,496
365748,497
375063,498
317705,499
62138,500
94791,501
375912,502
386064,503
401792,504
379786,505
399295,506
399146,507
312004,508
373469,509
421238,510
408306,511
434409,512
427944,513
449059,514
420223,515
425112,516
1077258,517
441773,518
409459,519
1259014,520
1054487,521
361748,522
1049413,523
887912,524
772251,525
1156398,526
499549,527
1250777,528
1245526,529
411272,530
1436045,531
1270798,532
1318514,533
1291584,534
1614989,535
1392170,536
1232829,537
1217209,538
75314,539
114558,540
111282,541
111503,542
62622,543
82340,544
93058,545
103873,546
92610,547
88258,548
103644,549
120201,550
118583,551
77651,552
84827,553
94721,554
96446,555
84787,556
120586,557
91064,558
74812,559
46534,560
80339,561
89885,562
94012,563
120689,564
144117,565
134847,566
93894,567
79501,568
82694,569
89530,570
93177,571
221027,572
96256,573
259711,574
187738,575
81455,576
238380,577
181852,578
88993,579
222812,580
77402,581
91083,582
390521,583
91209,584
361596,585
343818,586
318627,587
359013,588
90094,589
379225,590
347149,591
99740,592
402022,593
401855,594
457430,595
923752,596
432021,597
1082868,598
462465,599
1121931,600
1182345,601
438488,602
1136608,603
1188729,604
1286537,605
433362,606
1053424,607
435761,608
1424381,609
1375666,610
1386588,611
1584016,612
1104001,613
1092026,614
1385826,615
945513,616
1598778,617
848228,618
905372,619
1592525,620
1409024,621
1446714,622
1386703,623
1343727,624
1942884,625
1483013,626
1525366,627
770828,628
1663662,629
816711,630
1535108,631
1234721,632
1843866,633
1935156,634
1877832,635
1631867,636
2103281,637
2015381,638
1790864,639
470752,640
2802144,641
1823672,642
2395427,643
1431045,644
3659388,645
1628841,646
2660888,647
100405,648
79367,649
83929,650
219699,651
218967,652
242998,653
236493,654
132245,655
252866,656
112697,657
112740,658
112508,659
109040,660
109045,661
110475,662
106220,663
107977,664
107688,665
103639,666
101414,667
113568,668
45152,669
56923,670
47437,671
32138,672
31381,673
31725,674
35446,675
58331,676
66817,677
119528,678
119282,679
119190,680
118617,681
118954,682
120762,683
61852,684
101272,685
120587,686
124819,687
120794,688
120616,689
158983,690
91419,691
118843,692
119698,693
70608,694
120910,695
134119,696
27977,697
183505,698
102510,699
120917,700
215750,701
209163,702
250687,703
70917,704
268380,705
96283,706
275277,707
234215,708
101410,709
55256,710
57413,711
91167,712
301357,713
338013,714
335245,715
167190,716
80297,717
298148,718
86450,719
368667,720
367594,721
373074,722
351283,723
64107,724
443453,725
416449,726
851578,727
386032,728
373889,729
808417,730
960144,731
497465,732
1185616,733
1125849,734
876563,735
1227926,736
1226774,737
1178663,738
1022603,739
1019452,740
432283,741
446029,742
1727587,743
1504320,744
398286,745
1403865,746
990407,747
1605783,748
1797469,749
1340800,750
1124035,751
983193,752
1625346,753
1645170,754
1748122,755
1245104,756
131409,757
1074638,758
1981677,759
1772341,760
2013293,761
2294629,762
2278388,763
1065073,764
3576084,765
2488496,766
3498820,767
3460252,768
884732,769
2636124,770
2096673,771
1024215,772
2379713,773
3017864,774
3579524,775
4016942,776
2948356,777
3748528,778
107978,779
120746,780
46183,781
91777,782
89880,783
67065,784
120855,785
120657,786
140352,787
133152,788
322259,789
360486,790
375679,791
450385,792
758742,793
758774,794
861689,795
960731,796
961728,797
448011,798
1234541,799
1013752,800
974661,801
458525,802
112851,803
108174,804
105435,805
94226,806
104257,807
181875,808
113161,809
112818,810
110877,811
118158,812
115734,813
113326,814
103994,815
110322,816
110889,817
110932,818
111149,819
110950,820
109219,821
106489,822
109729,823
107302,824
110265,825
107808,826
114906,827
111252,828
96895,829
112817,830
117500,831
117737,832
117218,833
61418,834
91763,835
98627,836
92099,837
72081,838
99703,839
98724,840
54215,841
81398,842
86197,843
67185,844
100519,845
61722,846
88794,847
81505,848
92005,849
100436,850
61512,851
89886,852
84503,853
89606,854
87884,855
98635,856
117631,857
92007,858
96487,859
116790,860
119225,861
119008,862
119229,863
115744,864
119361,865
120112,866
102494,867
119107,868
119396,869
119223,870
120885,871
120661,872
119942,873
120780,874
138704,875
95953,876
65063,877
93409,878
87363,879
89218,880
96874,881
87182,882
120768,883
87469,884
88128,885
91790,886
80801,887
91680,888
120812,889
126604,890
105151,891
120823,892
82517,893
139615,894
127536,895
89017,896
89155,897
97366,898
83944,899
89370,900
88011,901
84602,902
90685,903
87538,904
97958,905
120863,906
91875,907
90555,908
92086,909
126886,910
78346,911
186508,912
120802,913
91557,914
91129,915
91554,916
83530,917
89670,918
85995,919
73802,920
171804,921
87980,922
80453,923
119256,924
166896,925
163988,926
82398,927
82121,928
97240,929
79540,930
101605,931
68762,932
87781,933
105265,934
93010,935
158371,936
96328,937
124315,938
64276,939
87231,940
192335,941
172493,942
106246,943
105323,944
105793,945
105112,946
105046,947
163978,948
185014,949
165798,950
86005,951
91217,952
69704,953
79588,954
103074,955
77975,956
96054,957
97216,958
87985,959
93105,960
107050,961
89457,962
77928,963
186151,964
80487,965
215129,966
196216,967
184894,968
60371,969
70355,970
86979,971
84522,972
175142,973
103241,974
218839,975
74452,976
93748,977
94291,978
88850,979
181865,980
107007,981
95348,982
92948,983
93073,984
93437,985
112462,986
114898,987
99653,988
48545,989
56218,990
120176,991
70047,992
84649,993
70544,994
120915,995
85334,996
61385,997
42546,998
68326,999
121766,1000
57193,1001
385690,1002
429589,1003
106918,1004
107756,1005
58385,1006
33563,1007
45793,1008
89853,1009
106273,1010
88930,1011
181288,1012
93565,1013
101889,1014
98384,1015
48605,1016
80360,1017
98575,1018
111438,1019
110027,1020
111732,1021
116629,1022
117718,1023
33467,1024
50212,1025
38355,1026
101540,1027
119338,1028
120647,1029
119494,1030
120591,1031
120791,1032
138987,1033
84412,1034
122933,1035
131369,1036
137494,1037
21814,1038
145531,1039
77280,1040
150377,1041
56197,1042
120834,1043
100318,1044
186975,1045
104291,1046
181984,1047
183523,1048
51406,1049
51554,1050
99785,1051
120755,1052
120804,1053
121765,1054
253754,1055
330373,1056
1185834,1057
458339,1058
1637688,1059
1276104,1060
1300854,1061
1408101,1062
1690953,1063
1951264,1064
2179136,1065
2245084,1066
1951265,1067
4046784,1068
478970,1069
1951266,1070
113189,1071
109686,1072
110148,1073
111495,1074
111280,1075
109506,1076
110357,1077
110622,1078
107144,1079
116253,1080
113481,1081
110632,1082
106697,1083
91203,1084
84726,1085
119567,1086
88933,1087
63442,1088
54331,1089
86465,1090
75860,1091
325710,1092
363547,1093
364569,1094
363163,1095
407304,1096
463854,1097
1139797,1098
816692,1099
1392190,1100
3896198,1101
1663202,1102
3315342,1103
116778,1104
53291,1105
104036,1106
101700,1107
55614,1108
88161,1109
88323,1110
166924,1111
286244,1112
109831,1113
43014,1114
38787,1115
29947,1116
50083,1117
79417,1118
84516,1119
44079,1120
49406,1121
86200,1122
58150,1123
180093,1124
285742,1125
268690,1126
307901,1127
334405,1128
298228,1129
100814,1130
70510,1131
293088,1132
48424,1133
46911,1134
319061,1135
317910,1136
328538,1137
92593,1138
366777,1139
395169,1140
1470827,1141
1542344,1142
114571,1143
102975,1144
98382,1145
118661,1146
87078,1147
100029,1148
486655,1149
1130884,1150
814255,1151
1646987,1152
1024648,1153
454876,1154
1457767,1155
1454468,1156
113041,1157
113862,1158
117979,1159
117333,1160
117913,1161
29583,1162
54698,1163
42332,1164
120148,1165
34492,1166
53285,1167
160862,1168
204946,1169
212346,1170
230011,1171
250494,1172
247638,1173
256415,1174
95327,1175
253474,1176
251127,1177
286499,1178
343660,1179
327679,1180
337563,1181
377092,1182
356470,1183
97814,1184
347618,1185
386588,1186
403508,1187
363771,1188
454945,1189
458352,1190
454921,1191
455967,1192
462590,1193
461770,1194
988595,1195
832266,1196
421715,1197
1068680,1198
327597,1199
1041829,1200
844471,1201
878804,1202
780521,1203
815236,1204
892769,1205
1323594,1206
1282140,1207
1568346,1208
1588173,1209
1758795,1210
2294449,1211
2262227,1212
2980516,1213
369610,1214
113497,1215
116483,1216
112642,1217
113670,1218
108160,1219
116683,1220
43274,1221
92890,1222
115433,1223
77631,1224
118688,1225
119738,1226
122151,1227
86066,1228
120611,1229
132477,1230
139134,1231
142342,1232
143145,1233
108308,1234
210945,1235
213149,1236
108037,1237
247745,1238
283111,1239
286106,1240
298130,1241
319524,1242
337741,1243
338096,1244
243508,1245
332375,1246
316654,1247
333766,1248
390022,1249
384806,1250
396269,1251
348333,1252
388125,1253
358273,1254
360717,1255
456554,1256
317219,1257
389860,1258
383574,1259
406816,1260
457939,1261
490084,1262
758766,1263
486822,1264
413300,1265
113228,1266
112281,1267
113855,1268
113118,1269
116367,1270
115697,1271
116130,1272
112442,1273
113749,1274
114194,1275
110367,1276
114069,1277
114694,1278
109446,1279
110478,1280
111756,1281
109198,1282
106673,1283
108333,1284
115963,1285
117438,1286
116830,1287
102798,1288
117665,1289
103874,1290
100994,1291
77766,1292
116996,1293
116695,1294
117571,1295
117038,1296
120434,1297
120032,1298
118880,1299
118884,1300
119081,1301
118883,1302
118571,1303
118929,1304
120693,1305
120888,1306
120744,1307
91778,1308
99088,1309
104940,1310
70016,1311
89469,1312
124102,1313
120484,1314
120660,1315
120844,1316
133751,1317
91187,1318
120784,1319
98084,1320
138510,1321
81573,1322
185937,1323
149261,1324
132347,1325
129167,1326
118604,1327
125971,1328
164181,1329
181316,1330
89175,1331
61747,1332
104431,1333
185371,1334
162661,1335
96061,1336
104114,1337
106364,1338
104694,1339
190138,1340
218043,1341
102138,1342
112950,1343
85970,1344
99582,1345
90728,1346
120913,1347
95925,1348
40068,1349
185431,1350
170016,1351
217869,1352
146309,1353
92644,1354
86960,1355
83907,1356
94898,1357
94963,1358
96928,1359
163025,1360
230600,1361
261983,1362
261392,1363
246464,1364
139654,1365
219965,1366
120681,1367
283509,1368
277371,1369
268995,1370
106770,1371
251114,1372
277434,1373
265662,1374
264472,1375
264616,1376
276751,1377
257044,1378
68156,1379
295701,1380
293662,1381
298388,1382
82679,1383
322802,1384
103112,1385
217505,1386
102492,1387
300471,1388
106701,1389
279111,1390
309698,1391
172156,1392
329575,1393
327850,1394
319343,1395
343135,1396
289879,1397
349825,1398
335345,1399
362227,1400
349683,1401
328031,1402
370263,1403
83652,1404
338325,1405
337921,1406
356618,1407
372588,1408
387564,1409
367479,1410
88979,1411
28773,1412
366627,1413
375210,1414
357507,1415
257516,1416
377471,1417
332047,1418
371724,1419
397065,1420
342258,1421
418819,1422
428803,1423
430105,1424
421239,1425
421054,1426
404032,1427
408790,1428
121164,1429
398017,1430
369441,1431
267891,1432
113627,1433
112445,1434
61395,1435
108000,1436
32904,1437
25316,1438
53604,1439
37059,1440
32976,1441
37008,1442
33891,1443
59742,1444
44081,1445
50825,1446
45061,1447
79522,1448
71315,1449
118749,1450
118804,1451
33729,1452
35093,1453
37884,1454
36868,1455
48356,1456
61811,1457
89755,1458
69113,1459
86423,1460
80388,1461
36342,1462
73440,1463
140888,1464
37913,1465
184510,1466
55032,1467
88178,1468
37558,1469
33804,1470
78754,1471
34862,1472
40522,1473
32551,1474
87921,1475
67328,1476
46359,1477
40506,1478
36775,1479
57163,1480
54997,1481
43924,1482
83833,1483
68327,1484
199725,1485
71360,1486
69762,1487
102388,1488
84805,1489
250224,1490
67093,1491
76666,1492
118892,1493
151738,1494
156812,1495
198021,1496
327247,1497
480242,1498
472160,1499
981227,1500
1401152,1501
1564367,1502
1486185,1503
978764,1504
1067583,1505
114287,1506
113071,1507
113492,1508
113957,1509
114508,1510
111070,1511
114857,1512
107362,1513
107822,1514
82509,1515
115798,1516
116213,1517
116365,1518
33870,1519
106308,1520
94625,1521
103776,1522
97733,1523
97523,1524
122690,1525
145660,1526
99052,1527
105698,1528
82348,1529
57076,1530
81633,1531
59800,1532
100758,1533
103060,1534
185183,1535
76752,1536
209958,1537
160127,1538
66995,1539
212985,1540
98141,1541
162346,1542
98546,1543
74937,1544
293416,1545
216651,1546
79641,1547
289765,1548
287978,1549
92067,1550
54428,1551
286716,1552
311429,1553
281686,1554
107692,1555
324216,1556
16641,1557
299977,1558
87544,1559
330793,1560
89092,1561
70034,1562
62512,1563
142032,1564
51808,1565
193253,1566
100258,1567
22111,1568
79833,1569
363226,1570
374900,1571
67023,1572
405159,1573
357277,1574
348121,1575
120667,1576
385700,1577
384537,1578
376994,1579
106519,1580
85407,1581
72271,1582
318374,1583
395584,1584
435625,1585
454841,1586
373883,1587
112346,1588
109759,1589
110963,1590
108101,1591
116684,1592
116191,1593
117477,1594
116621,1595
119951,1596
119578,1597
120197,1598
120777,1599
118849,1600
120631,1601
119517,1602
120788,1603
147612,1604
154420,1605
118564,1606
150915,1607
120710,1608
139699,1609
124298,1610
119207,1611
143261,1612
138874,1613
155388,1614
164085,1615
162830,1616
157183,1617
166943,1618
165773,1619
95675,1620
185125,1621
93509,1622
125664,1623
234853,1624
190798,1625
183659,1626
210299,1627
203119,1628
280707,1629
245574,1630
120679,1631
210382,1632
273435,1633
287467,1634
274558,1635
282698,1636
276276,1637
161860,1638
334416,1639
342172,1640
332639,1641
318411,1642
305206,1643
90103,1644
311648,1645
338135,1646
42451,1647
219854,1648
265632,1649
114279,1650
112579,1651
120152,1652
86837,1653
120861,1654
94964,1655
120797,1656
120866,1657
189584,1658
177971,1659
168629,1660
203230,1661
120202,1662
206275,1663
194218,1664
237572,1665
183790,1666
95647,1667
244244,1668
146316,1669
212720,1670
173840,1671
227445,1672
260866,1673
272152,1674
264796,1675
275719,1676
252503,1677
256009,1678
247425,1679
280778,1680
259393,1681
245046,1682
265343,1683
258000,1684
266391,1685
278504,1686
245562,1687
115759,1688
109254,1689
109439,1690
107206,1691
43278,1692
48728,1693
26029,1694
66808,1695
23969,1696
88170,1697
91605,1698
49408,1699
120663,1700
93818,1701
83511,1702
104466,1703
292506,1704
74119,1705
86637,1706
87003,1707
317919,1708
1228705,1709
800369,1710
1229238,1711
948470,1712
1430132,1713
1981115,1714
2381249,1715
112722,1716
115685,1717
119313,1718
310281,1719
113253,1720
116908,1721
82495,1722
123755,1723
250081,1724
288439,1725
196069,1726
324127,1727
369702,1728
405821,1729
432348,1730
116552,1731
27125,1732
117887,1733
52311,1734
118928,1735
119668,1736
120347,1737
90060,1738
68611,1739
166396,1740
128853,1741
125439,1742
131325,1743
107798,1744
120188,1745
106856,1746
86856,1747
77572,1748
54953,1749
15648,1750
87277,1751
186566,1752
190865,1753
245712,1754
256408,1755
266915,1756
196229,1757
109609,1758
266987,1759
265349,1760
257756,1761
83590,1762
164184,1763
238924,1764
295178,1765
102059,1766
290095,1767
246460,1768
330069,1769
302886,1770
70460,1771
183649,1772
328099,1773
342275,1774
283900,1775
315327,1776
64072,1777
328828,1778
120472,1779
308808,1780
303816,1781
325805,1782
327137,1783
332379,1784
363589,1785
10323,1786
31971,1787
314498,1788
332452,1789
66580,1790
319262,1791
391225,1792
364725,1793
99851,1794
357413,1795
368008,1796
307453,1797
390384,1798
362269,1799
368891,1800
391024,1801
102015,1802
328832,1803
418038,1804
362270,1805
424129,1806
430289,1807
320661,1808
410097,1809
399201,1810
427312,1811
405422,1812
318761,1813
436971,1814
433383,1815
418763,1816
365737,1817
393109,1818
493459,1819
497116,1820
417148,1821
486358,1822
404203,1823
912593,1824
111301,1825
97202,1826
119250,1827
46478,1828
441909,1829
111255,1830
55277,1831
91288,1832
106387,1833
88683,1834
62376,1835
74860,1836
94631,1837
95690,1838
317740,1839
107207,1840
108181,1841
94336,1842
41959,1843
82198,1844
120402,1845
119164,1846
120008,1847
100142,1848
61584,1849
116516,1850
80678,1851
120595,1852
65724,1853
103905,1854
227005,1855
61770,1856
48280,1857
55254,1858
315733,1859
113972,1860
117128,1861
117998,1862
116477,1863
95497,1864
83791,1865
119643,1866
57261,1867
181536,1868
93260,1869
265086,1870
240468,1871
286112,1872
242653,1873
87892,1874
379725,1875
120577,1876
97123,1877
113243,1878
83131,1879
55928,1880
101587,1881
499603,1882
113986,1883
110638,1884
32910,1885
107131,1886
54357,1887
32455,1888
101921,1889
90633,1890
120889,1891
54033,1892
195234,1893
308644,1894
60345,1895
452694,1896
1014759,1897
114168,1898
114272,1899
48750,1900
144214,1901
122541,1902
83967,1903
79714,1904
59260,1905
112471,1906
50419,1907
116242,1908
99317,1909
92718,1910
240890,1911
94137,1912
274309,1913
381681,1914
356721,1915
375173,1916
84868,1917
416320,1918
354899,1919
473308,1920
477095,1921
907657,1922
449088,1923
494222,1924
989000,1925
838221,1926
1185836,1927
1174732,1928
978762,1929
1193138,1930
1049402,1931
1440292,1932
1570728,1933
1306980,1934
1655442,1935
970179,1936
1859650,1937
337692,1938
1839492,1939
2388725,1940
2209418,1941
1714206,1942
2194499,1943
2042568,1944
2258345,1945
3416742,1946
3544112,1947
3783958,1948
106582,1949
119925,1950
129290,1951
207201,1952
243017,1953
277027,1954
349903,1955
382625,1956
756683,1957
431308,1958
1675434,1959
1371111,1960
2884206,1961
1895587,1962
2543164,1963
113448,1964
66765,1965
97531,1966
308514,1967
355295,1968
410764,1969
780536,1970
1054606,1971
119173,1972
251075,1973
107818,1974
50798,1975
36613,1976
120034,1977
81283,1978
77305,1979
120633,1980
82089,1981
77355,1982
113442,1983
110216,1984
107426,1985
106400,1986
108071,1987
110074,1988
119099,1989
73817,1990
105812,1991
76257,1992
200550,1993
91369,1994
165929,1995
417791,1996
79945,1997
91059,1998
101393,1999
92494,2000
48980,2001
103772,2002
120053,2003
90756,2004
110997,2005
92048,2006
93502,2007
1606392,2008
116606,2009
119098,2010
85244,2011
387412,2012
119326,2013
120907,2014
437800,2015
1287845,2016
101761,2017
443536,2018
795351,2019
114681,2020
113819,2021
113537,2022
107642,2023
114266,2024
109942,2025
102014,2026
118689,2027
119590,2028
119717,2029
118789,2030
137386,2031
120831,2032
119778,2033
120449,2034
119038,2035
119743,2036
137439,2037
144168,2038
119586,2039
296572,2040
414852,2041
453467,2042
481141,2043
800080,2044
910936,2045
472033,2046
1174730,2047
485947,2048
1220634,2049
1219289,2050
1253864,2051
1389137,2052
1706593,2053
401729,2054
1259521,2055
1307068,2056
1045658,2057
993846,2058
359950,2059
2209764,2060
831387,2061
2267998,2062
2866360,2063
2397535,2064
2713180,2065
1772264,2066
1211837,2067
3385516,2068
1964418,2069
1386697,2070
2975590,2071
1337072,2072
1355644,2073
116583,2074
110516,2075
110527,2076
162650,2077
111507,2078
113613,2079
97108,2080
101765,2081
114134,2082
119558,2083
117705,2084
110428,2085
111112,2086
106881,2087
107943,2088
112572,2089
116768,2090
31679,2091
70707,2092
117318,2093
50976,2094
32553,2095
115964,2096
120906,2097
86425,2098
87803,2099
78480,2100
91738,2101
99077,2102
159097,2103
73312,2104
96764,2105
248845,2106
94868,2107
274812,2108
272338,2109
257360,2110
78872,2111
322659,2112
340377,2113
308383,2114
102181,2115
318462,2116
57877,2117
344510,2118
436078,2119
387131,2120
404030,2121
388795,2122
338427,2123
469263,2124
491747,2125
857191,2126
109836,2127
111742,2128
51418,2129
74285,2130
119592,2131
120890,2132
102757,2133
24216,2134
36931,2135
34398,2136
77394,2137
100157,2138
104348,2139
22100,2140
13442,2141
117561,2142
17136,2143
116481,2144
120370,2145
165854,2146
83946,2147
200849,2148
102057,2149
89791,2150
74486,2151
186253,2152
88184,2153
118540,2154
101452,2155
35015,2156
42876,2157
85794,2158
84352,2159
67800,2160
61809,2161
307987,2162
77745,2163
68182,2164
69097,2165
71970,2166
41699,2167
47885,2168
56119,2169
22913,2170
104810,2171
114781,2172
107076,2173
107501,2174
112749,2175
112373,2176
115033,2177
109642,2178
56869,2179
75005,2180
99763,2181
39628,2182
54443,2183
49366,2184
86969,2185
93185,2186
93605,2187
59575,2188
113101,2189
115639,2190
112585,2191
108260,2192
59170,2193
118113,2194
76538,2195
101026,2196
56801,2197
120169,2198
119535,2199
128442,2200
118636,2201
70909,2202
125659,2203
91530,2204
63688,2205
63823,2206
58182,2207
140397,2208
80179,2209
95631,2210
145653,2211
105415,2212
53946,2213
171359,2214
159382,2215
200530,2216
52561,2217
182508,2218
230591,2219
247196,2220
189998,2221
93560,2222
118694,2223
91474,2224
260332,2225
221073,2226
63227,2227
76786,2228
89907,2229
96163,2230
65761,2231
250323,2232
54177,2233
53472,2234
75824,2235
84809,2236
160403,2237
262432,2238
76723,2239
119978,2240
92272,2241
1205489,2242
1119646,2243
1100089,2244
2096672,2245
3125324,2246
156820,2247
1490017,2248
320691,2249
1496025,2250
2911666,2251
112688,2252
109842,2253
107497,2254
107554,2255
99028,2256
87800,2257
117293,2258
120738,2259
92076,2260
83767,2261
89360,2262
79239,2263
112883,2264
92513,2265
91877,2266
146838,2267
82474,2268
98067,2269
68555,2270
92106,2271
101757,2272
95031,2273
237539,2274
243655,2275
47795,2276
315983,2277
105665,2278
272207,2279
283003,2280
311519,2281
296042,2282
307109,2283
116225,2284
471711,2285
1054485,2286
947798,2287
119632,2288
118607,2289
120082,2290
120787,2291
146336,2292
91541,2293
87928,2294
89927,2295
100502,2296
220099,2297
94812,2298
192614,2299
86927,2300
171433,2301
210616,2302
208874,2303
93428,2304
273923,2305
251160,2306
243736,2307
280590,2308
267626,2309
94025,2310
114367,2311
112365,2312
106452,2313
106598,2314
115736,2315
115438,2316
104692,2317
112907,2318
49223,2319
119327,2320
118632,2321
119052,2322
124718,2323
139362,2324
120618,2325
58625,2326
181151,2327
72288,2328
74851,2329
113690,2330
284837,2331
861739,2332
425061,2333
425637,2334
1326972,2335
429493,2336
227538,2337
340855,2338
465551,2339
427327,2340
783233,2341
805564,2342
800039,2343
1155056,2344
1127180,2345
1179904,2346
1421373,2347
1478338,2348
1957945,2349
1646971,2350
39190,2351
44008,2352
59026,2353
87056,2354
1067106,2355
4368814,2356
103767,2357
164052,2358
232500,2359
465234,2360
489099,2361
493464,2362
448157,2363
1032755,2364
830515,2365
986263,2366
405455,2367
433035,2368
1638355,2369
52572,2370
117991,2371
48028,2372
51459,2373
84589,2374
78875,2375
37549,2376
67959,2377
120481,2378
73540,2379
60665,2380
67309,2381
83922,2382
61184,2383
75040,2384
50783,2385
54167,2386
57129,2387
133363,2388
53085,2389
21884,2390
53198,2391
23369,2392
86617,2393
65571,2394
95270,2395
67411,2396
28950,2397
29606,2398
104454,2399
104057,2400
85701,2401
65777,2402
20697,2403
112679,2404
110099,2405
109068,2406
111094,2407
65421,2408
117104,2409
118755,2410
47034,2411
95956,2412
97647,2413
191754,2414
144964,2415
298203,2416
316396,2417
443649,2418
478087,2419
1190080,2420
114319,2421
57546,2422
120184,2423
104740,2424
138304,2425
130623,2426
120102,2427
76054,2428
46435,2429
372824,2430
382330,2431
424205,2432
478829,2433
466816,2434
494277,2435
1477715,2436
1315981,2437
101507,2438
500140,2439
1013753,2440
964517,2441
1033575,2442
113347,2443
115644,2444
118055,2445
114496,2446
114887,2447
113117,2448
109450,2449
111693,2450
116275,2451
117071,2452
117918,2453
117924,2454
116409,2455
115580,2456
117372,2457
